"cod_commune";"lib_commune";"lib_risque"
"01204";Le Poizat-Lalleyriat;Transport de marchandises dangereuses
"01206";Lantenay;Séisme
"01207";Lapeyrouse;Séisme
"01208";Lavours;Inondation
"01208";Lavours;Par une crue torrentielle ou à montée rapide de cours d'eau
"01208";Lavours;Séisme
"01208";Lavours;Rupture de barrage
"01209";Léaz;Mouvement de terrain
"01209";Léaz;Eboulement ou chutes de pierres et de blocs
"01209";Léaz;Glissement de terrain
"01209";Léaz;Séisme
"01210";Lélex;Inondation
"01210";Lélex;Par une crue à débordement lent de cours d'eau
"01210";Lélex;Par une crue torrentielle ou à montée rapide de cours d'eau
"01210";Lélex;Mouvement de terrain
"01210";Lélex;Glissement de terrain
"01210";Lélex;Séisme
"01210";Lélex;Avalanche
"01211";Lent;Inondation
"01211";Lent;Par une crue à débordement lent de cours d'eau
"01211";Lent;Séisme
"01211";Lent;Transport de marchandises dangereuses
"01212";Lescheroux;Inondation
"01212";Lescheroux;Par une crue à débordement lent de cours d'eau
"01212";Lescheroux;Séisme
"01212";Lescheroux;Transport de marchandises dangereuses
"01213";Leyment;Inondation
"01213";Leyment;Par une crue torrentielle ou à montée rapide de cours d'eau
"01213";Leyment;Séisme
"01213";Leyment;Rupture de barrage
"01213";Leyment;Transport de marchandises dangereuses
"01214";Leyssard;Séisme
"01215";Surjoux-Lhopital;Mouvement de terrain
"01215";Surjoux-Lhopital;Eboulement ou chutes de pierres et de blocs
"01215";Surjoux-Lhopital;Séisme
"01215";Surjoux-Lhopital;Rupture de barrage
"01216";Lhuis;Inondation
"01216";Lhuis;Par une crue à débordement lent de cours d'eau
"01216";Lhuis;Séisme
"01219";Lompnas;Séisme
"01224";Loyettes;Inondation
"01224";Loyettes;Par une crue à débordement lent de cours d'eau
"01224";Loyettes;Séisme
"01224";Loyettes;Nucléaire
"01224";Loyettes;Rupture de barrage
"01225";Lurcy;Inondation
"01225";Lurcy;Par une crue à débordement lent de cours d'eau
"01225";Lurcy;Séisme
"01227";Magnieu;Mouvement de terrain
"01227";Magnieu;Eboulement ou chutes de pierres et de blocs
"01227";Magnieu;Séisme
"01227";Magnieu;Rupture de barrage
"01228";Maillat;Inondation
"01228";Maillat;Par une crue torrentielle ou à montée rapide de cours d'eau
"01228";Maillat;Séisme
"01228";Maillat;Transport de marchandises dangereuses
"01229";Malafretaz;Inondation
"01229";Malafretaz;Par une crue à débordement lent de cours d'eau
"01229";Malafretaz;Séisme
"01230";Mantenay-Montlin;Inondation
"01230";Mantenay-Montlin;Par une crue à débordement lent de cours d'eau
"01230";Mantenay-Montlin;Séisme
"01231";Manziat;Inondation
"01231";Manziat;Par une crue à débordement lent de cours d'eau
"01231";Manziat;Séisme
"01231";Manziat;Transport de marchandises dangereuses
"01232";Marboz;Inondation
"01232";Marboz;Par une crue à débordement lent de cours d'eau
"01232";Marboz;Séisme
"01232";Marboz;Transport de marchandises dangereuses
"01233";Marchamp;Séisme
"01234";Marignieu;Séisme
"01235";Marlieux;Inondation
"01235";Marlieux;Par une crue à débordement lent de cours d'eau
"01235";Marlieux;Séisme
"01236";Marsonnas;Séisme
"01237";Martignat;Inondation
"01237";Martignat;Par une crue torrentielle ou à montée rapide de cours d'eau
"01237";Martignat;Séisme
"01237";Martignat;Transport de marchandises dangereuses
"01238";Massieux;Inondation
"01238";Massieux;Par une crue à débordement lent de cours d'eau
"01238";Massieux;Par une crue torrentielle ou à montée rapide de cours d'eau
"01238";Massieux;Mouvement de terrain
"01238";Massieux;Glissement de terrain
"01238";Massieux;Séisme
"01239";Massignieu-de-Rives;Inondation
"01239";Massignieu-de-Rives;Par une crue à débordement lent de cours d'eau
"01239";Massignieu-de-Rives;Séisme
"01239";Massignieu-de-Rives;Rupture de barrage
"01240";Matafelon-Granges;Inondation
"01240";Matafelon-Granges;Par une crue torrentielle ou à montée rapide de cours d'eau
"01240";Matafelon-Granges;Mouvement de terrain
"01240";Matafelon-Granges;Eboulement ou chutes de pierres et de blocs
"01240";Matafelon-Granges;Séisme
"01240";Matafelon-Granges;Rupture de barrage
"01240";Matafelon-Granges;Transport de marchandises dangereuses
"01241";Meillonnas;Inondation
"01241";Meillonnas;Par une crue torrentielle ou à montée rapide de cours d'eau
"01241";Meillonnas;Séisme
"01241";Meillonnas;Transport de marchandises dangereuses
"01242";Mérignat;Séisme
"01243";Messimy-sur-Saône;Inondation
"01243";Messimy-sur-Saône;Par une crue à débordement lent de cours d'eau
"01243";Messimy-sur-Saône;Par une crue torrentielle ou à montée rapide de cours d'eau
"01243";Messimy-sur-Saône;Séisme
"01243";Messimy-sur-Saône;Transport de marchandises dangereuses
"01244";Meximieux;Inondation
"01244";Meximieux;Par une crue à débordement lent de cours d'eau
"01244";Meximieux;Mouvement de terrain
"01244";Meximieux;Glissement de terrain
"01244";Meximieux;Séisme
"01244";Meximieux;Rupture de barrage
"01244";Meximieux;Transport de marchandises dangereuses
"01245";Bohas-Meyriat-Rignat;Inondation
"01245";Bohas-Meyriat-Rignat;Par une crue torrentielle ou à montée rapide de cours d'eau
"01245";Bohas-Meyriat-Rignat;Séisme
"01246";Mézériat;Inondation
"01246";Mézériat;Par une crue à débordement lent de cours d'eau
"01246";Mézériat;Séisme
"01246";Mézériat;Transport de marchandises dangereuses
"01247";Mijoux;Inondation
"01247";Mijoux;Par une crue à débordement lent de cours d'eau
"01247";Mijoux;Par une crue torrentielle ou à montée rapide de cours d'eau
"01247";Mijoux;Mouvement de terrain
"01247";Mijoux;Eboulement ou chutes de pierres et de blocs
"01247";Mijoux;Glissement de terrain
"01247";Mijoux;Séisme
"01247";Mijoux;Avalanche
"01248";Mionnay;Séisme
"01248";Mionnay;Transport de marchandises dangereuses
"01249";Miribel;Inondation
"01249";Miribel;Par une crue à débordement lent de cours d'eau
"01249";Miribel;Par une crue torrentielle ou à montée rapide de cours d'eau
"01249";Miribel;Mouvement de terrain
"01249";Miribel;Glissement de terrain
"01249";Miribel;Séisme
"01249";Miribel;Rupture de barrage
"01249";Miribel;Transport de marchandises dangereuses
"01250";Misérieux;Inondation
"01250";Misérieux;Par une crue torrentielle ou à montée rapide de cours d'eau
"01250";Misérieux;Séisme
"01250";Misérieux;Transport de marchandises dangereuses
"01252";Mogneneins;Inondation
"01252";Mogneneins;Par une crue à débordement lent de cours d'eau
"01252";Mogneneins;Séisme
"01254";Montagnat;Inondation
"01254";Montagnat;Par une crue à débordement lent de cours d'eau
"01254";Montagnat;Séisme
"01254";Montagnat;Transport de marchandises dangereuses
"01255";Montagnieu;Inondation
"01255";Montagnieu;Par une crue à débordement lent de cours d'eau
"01255";Montagnieu;Mouvement de terrain
"01255";Montagnieu;Eboulement ou chutes de pierres et de blocs
"01255";Montagnieu;Glissement de terrain
"01255";Montagnieu;Séisme
"01257";Montanges;Séisme
"01258";Montceaux;Séisme
"01259";Montcet;Inondation
"01259";Montcet;Par une crue à débordement lent de cours d'eau
"01259";Montcet;Séisme
"01260";Le Montellier;Séisme
"01261";Monthieux;Séisme
"01261";Monthieux;Transport de marchandises dangereuses
"01262";Montluel;Inondation
"01262";Montluel;Par une crue à débordement lent de cours d'eau
"01262";Montluel;Par une crue torrentielle ou à montée rapide de cours d'eau
"01262";Montluel;Mouvement de terrain
"01262";Montluel;Glissement de terrain
"01262";Montluel;Séisme
"01262";Montluel;Transport de marchandises dangereuses
"01263";Montmerle-sur-Saône;Inondation
"01263";Montmerle-sur-Saône;Par une crue à débordement lent de cours d'eau
"01263";Montmerle-sur-Saône;Séisme
"01264";Montracol;Inondation
"01264";Montracol;Par une crue à débordement lent de cours d'eau
"01264";Montracol;Séisme
"01264";Montracol;Transport de marchandises dangereuses
"01265";Montréal-la-Cluse;Inondation
"01265";Montréal-la-Cluse;Par une crue à débordement lent de cours d'eau
"01265";Montréal-la-Cluse;Par une crue torrentielle ou à montée rapide de cours d'eau
"01265";Montréal-la-Cluse;Mouvement de terrain
"01265";Montréal-la-Cluse;Eboulement ou chutes de pierres et de blocs
"01265";Montréal-la-Cluse;Glissement de terrain
"01265";Montréal-la-Cluse;Séisme
"01266";Montrevel-en-Bresse;Inondation
"01266";Montrevel-en-Bresse;Par une crue à débordement lent de cours d'eau
"01266";Montrevel-en-Bresse;Séisme
"01267";Nurieux-Volognat;Inondation
"01267";Nurieux-Volognat;Par une crue torrentielle ou à montée rapide de cours d'eau
"01267";Nurieux-Volognat;Séisme
"01268";Murs-et-Gélignieux;Inondation
"01268";Murs-et-Gélignieux;Par une crue à débordement lent de cours d'eau
"01268";Murs-et-Gélignieux;Séisme
"01268";Murs-et-Gélignieux;Rupture de barrage
"01268";Murs-et-Gélignieux;Transport de marchandises dangereuses
"01269";Nantua;Inondation
"01269";Nantua;Par une crue à débordement lent de cours d'eau
"01269";Nantua;Par une crue torrentielle ou à montée rapide de cours d'eau
"01269";Nantua;Mouvement de terrain
"01269";Nantua;Eboulement ou chutes de pierres et de blocs
"01269";Nantua;Glissement de terrain
"01269";Nantua;Séisme
"01269";Nantua;Avalanche
"01272";Neuville-les-Dames;Inondation
"01272";Neuville-les-Dames;Par une crue à débordement lent de cours d'eau
"01272";Neuville-les-Dames;Séisme
"01272";Neuville-les-Dames;Transport de marchandises dangereuses
"01273";Neuville-sur-Ain;Inondation
"01273";Neuville-sur-Ain;Par une crue à débordement lent de cours d'eau
"01273";Neuville-sur-Ain;Par une crue torrentielle ou à montée rapide de cours d'eau
"01273";Neuville-sur-Ain;Mouvement de terrain
"01273";Neuville-sur-Ain;Glissement de terrain
"01273";Neuville-sur-Ain;Séisme
"01273";Neuville-sur-Ain;Rupture de barrage
"01274";Les Neyrolles;Inondation
"01274";Les Neyrolles;Par une crue torrentielle ou à montée rapide de cours d'eau
"01274";Les Neyrolles;Mouvement de terrain
"01274";Les Neyrolles;Eboulement ou chutes de pierres et de blocs
"01274";Les Neyrolles;Glissement de terrain
"01274";Les Neyrolles;Séisme
"01274";Les Neyrolles;Avalanche
"01275";Neyron;Inondation
"01275";Neyron;Par une crue à débordement lent de cours d'eau
"01275";Neyron;Mouvement de terrain
"01275";Neyron;Glissement de terrain
"01275";Neyron;Séisme
"01275";Neyron;Rupture de barrage
"01275";Neyron;Transport de marchandises dangereuses
"01276";Niévroz;Inondation
"01276";Niévroz;Par une crue à débordement lent de cours d'eau
"01276";Niévroz;Séisme
"01276";Niévroz;Rupture de barrage
"01276";Niévroz;Transport de marchandises dangereuses
"01277";Nivollet-Montgriffon;Séisme
"01279";Oncieu;Inondation
"01279";Oncieu;Par une crue torrentielle ou à montée rapide de cours d'eau
"01279";Oncieu;Mouvement de terrain
"01279";Oncieu;Eboulement ou chutes de pierres et de blocs
"01279";Oncieu;Séisme
"01280";Ordonnaz;Mouvement de terrain
"01280";Ordonnaz;Eboulement ou chutes de pierres et de blocs
"01280";Ordonnaz;Séisme
"01281";Ornex;Séisme
"01281";Ornex;Nucléaire
"01282";Outriaz;Mouvement de terrain
"01282";Outriaz;Eboulement ou chutes de pierres et de blocs
"01282";Outriaz;Séisme
"01283";Oyonnax;Inondation
"01283";Oyonnax;Par une crue torrentielle ou à montée rapide de cours d'eau
"01283";Oyonnax;Séisme
"01283";Oyonnax;Transport de marchandises dangereuses
"01284";Ozan;Inondation
"01284";Ozan;Par une crue à débordement lent de cours d'eau
"01284";Ozan;Séisme
"01284";Ozan;Transport de marchandises dangereuses
"01285";Parcieux;Inondation
"01285";Parcieux;Par une crue à débordement lent de cours d'eau
"01285";Parcieux;Par une crue torrentielle ou à montée rapide de cours d'eau
"01285";Parcieux;Mouvement de terrain
"01285";Parcieux;Glissement de terrain
"01285";Parcieux;Séisme
"01286";Parves et Nattages;Inondation
"01286";Parves et Nattages;Par une crue à débordement lent de cours d'eau
"01286";Parves et Nattages;Mouvement de terrain
"01286";Parves et Nattages;Eboulement ou chutes de pierres et de blocs
"01286";Parves et Nattages;Séisme
"01286";Parves et Nattages;Rupture de barrage
"01288";Péron;Inondation
"01288";Péron;Par une crue torrentielle ou à montée rapide de cours d'eau
"01288";Péron;Mouvement de terrain
"01288";Péron;Glissement de terrain
"01288";Péron;Séisme
"01289";Péronnas;Inondation
"01289";Péronnas;Par une crue à débordement lent de cours d'eau
"01289";Péronnas;Séisme
"01289";Péronnas;Transport de marchandises dangereuses
"01290";Pérouges;Inondation
"01290";Pérouges;Par une crue torrentielle ou à montée rapide de cours d'eau
"01290";Pérouges;Mouvement de terrain
"01290";Pérouges;Glissement de terrain
"01290";Pérouges;Séisme
"01290";Pérouges;Rupture de barrage
"01290";Pérouges;Transport de marchandises dangereuses
"01291";Perrex;Inondation
"01291";Perrex;Par une crue à débordement lent de cours d'eau
"01291";Perrex;Séisme
"01293";Peyriat;Séisme
"01294";Peyrieu;Inondation
"01294";Peyrieu;Par une crue à débordement lent de cours d'eau
"01294";Peyrieu;Par une crue torrentielle ou à montée rapide de cours d'eau
"01294";Peyrieu;Séisme
"01294";Peyrieu;Rupture de barrage
"01294";Peyrieu;Transport de marchandises dangereuses
"01295";Peyzieux-sur-Saône;Inondation
"01295";Peyzieux-sur-Saône;Par une crue à débordement lent de cours d'eau
"01295";Peyzieux-sur-Saône;Séisme
"01296";Pirajoux;Inondation
"01296";Pirajoux;Par une crue à débordement lent de cours d'eau
"01296";Pirajoux;Séisme
"01296";Pirajoux;Transport de marchandises dangereuses
"01297";Pizay;Séisme
"01297";Pizay;Transport de marchandises dangereuses
"01298";Plagne;Séisme
"01299";Le Plantay;Inondation
"01299";Le Plantay;Par une crue à débordement lent de cours d'eau
"01299";Le Plantay;Séisme
"01299";Le Plantay;Transport de marchandises dangereuses
"01301";Polliat;Inondation
"01301";Polliat;Par une crue à débordement lent de cours d'eau
"01301";Polliat;Séisme
"01301";Polliat;Transport de marchandises dangereuses
"01302";Pollieu;Inondation
"01302";Pollieu;Par une crue torrentielle ou à montée rapide de cours d'eau
"01302";Pollieu;Séisme
"01302";Pollieu;Rupture de barrage
"01303";Poncin;Inondation
"01303";Poncin;Par une crue à débordement lent de cours d'eau
"01303";Poncin;Séisme
"01303";Poncin;Rupture de barrage
"01304";Pont-d'Ain;Inondation
"01304";Pont-d'Ain;Par une crue à débordement lent de cours d'eau
"01304";Pont-d'Ain;Par une crue torrentielle ou à montée rapide de cours d'eau
"01304";Pont-d'Ain;Mouvement de terrain
"01304";Pont-d'Ain;Glissement de terrain
"01304";Pont-d'Ain;Séisme
"01304";Pont-d'Ain;Rupture de barrage
"01305";Pont-de-Vaux;Inondation
"01305";Pont-de-Vaux;Par une crue à débordement lent de cours d'eau
"01305";Pont-de-Vaux;Séisme
"01305";Pont-de-Vaux;Transport de marchandises dangereuses
"01306";Pont-de-Veyle;Inondation
"01306";Pont-de-Veyle;Par une crue à débordement lent de cours d'eau
"01306";Pont-de-Veyle;Séisme
"01307";Port;Inondation
"01307";Port;Par une crue à débordement lent de cours d'eau
"01307";Port;Mouvement de terrain
"01307";Port;Eboulement ou chutes de pierres et de blocs
"01307";Port;Séisme
"01307";Port;Transport de marchandises dangereuses
"01308";Pougny;Mouvement de terrain
"01308";Pougny;Glissement de terrain
"01308";Pougny;Séisme
"01309";Pouillat;Séisme
"01309";Pouillat;Transport de marchandises dangereuses
"01310";Prémeyzel;Séisme
"01311";Prémillieu;Séisme
"01313";Prévessin-Moëns;Inondation
"01313";Prévessin-Moëns;Par une crue à débordement lent de cours d'eau
"01313";Prévessin-Moëns;Par une crue torrentielle ou à montée rapide de cours d'eau
"01313";Prévessin-Moëns;Séisme
"01313";Prévessin-Moëns;Nucléaire
"01313";Prévessin-Moëns;Transport de marchandises dangereuses
"01314";Priay;Inondation
"01314";Priay;Par une crue à débordement lent de cours d'eau
"01314";Priay;Par une crue torrentielle ou à montée rapide de cours d'eau
"01314";Priay;Mouvement de terrain
"01314";Priay;Glissement de terrain
"01314";Priay;Séisme
"01314";Priay;Rupture de barrage
"01317";Ramasse;Inondation
"01317";Ramasse;Par une crue à débordement lent de cours d'eau
"01317";Ramasse;Séisme
"01318";Rancé;Inondation
"01318";Rancé;Par une crue torrentielle ou à montée rapide de cours d'eau
"01318";Rancé;Séisme
"01318";Rancé;Transport de marchandises dangereuses
"01319";Relevant;Inondation
"01319";Relevant;Par une crue à débordement lent de cours d'eau
"01319";Relevant;Séisme
"01319";Relevant;Transport de marchandises dangereuses
"01320";Replonges;Inondation
"01320";Replonges;Par une crue à débordement lent de cours d'eau
"01320";Replonges;Séisme
"01320";Replonges;Transport de marchandises dangereuses
"01321";Revonnas;Séisme
"01321";Revonnas;Transport de marchandises dangereuses
"01322";Reyrieux;Inondation
"01322";Reyrieux;Par une crue à débordement lent de cours d'eau
"01322";Reyrieux;Par une crue torrentielle ou à montée rapide de cours d'eau
"01322";Reyrieux;Mouvement de terrain
"01322";Reyrieux;Glissement de terrain
"01322";Reyrieux;Séisme
